name,sex,frequency,year,percentage,rank,overall_rank,overall_percentage
Joseph,M,24761,1917,2.6755,5,9,1.2386
Ruth,F,23568,1917,2.1797,5,12,1.1769
John,F,253,1917,0.0234,397,2,2.5965
James,F,182,1917,0.0168,486,4,1.8697
Robert,F,168,1917,0.0155,515,5,1.7634
William,F,165,1917,0.0153,519,3,2.1222
Mary,M,159,1917,0.0172,448,1,3.2111
Mary,F,67365,1918,5.8192,1,1,3.1106
John,M,56558,1918,5.5806,1,2,2.6164
William,M,45291,1918,4.4689,2,3,2.094
James,M,42115,1918,4.1555,3,4,1.9496
Robert,M,40619,1918,4.0079,4,5,1.8791
Helen,F,36148,1918,3.1226,2,6,1.6686
Dorothy,F,32030,1918,2.7669,3,7,1.478
Margaret,F,27139,1918,2.3444,4,8,1.2528
Charles,M,26921,1918,2.6563,5,9,1.2466
Ruth,F,25535,1918,2.2058,5,12,1.1783
John,F,248,1918,0.0214,419,2,2.6164
James,F,212,1918,0.0183,459,4,1.9496
Robert,F,178,1918,0.0154,519,5,1.8791
William,F,172,1918,0.0149,536,3,2.094
Mary,M,169,1918,0.0167,457,1,3.1106
Mary,F,65836,1919,5.8256,1,1,3.1271
John,M,53523,1919,5.4608,1,2,2.5509
William,M,43970,1919,4.4861,2,3,2.0919
James,M,42392,1919,4.3251,3,4,2.018
Robert,M,41025,1919,4.1857,4,5,1.9528
Helen,F,33706,1919,2.9825,2,6,1.6001
Dorothy,F,31733,1919,2.8079,3,7,1.5069
Margaret,F,26238,1919,2.3217,4,8,1.2461
Charles,M,25192,1919,2.5703,5,10,1.1999
Ruth,F,24562,1919,2.1734,5,11,1.1669
John,F,307,1919,0.0272,370,2,2.5509
James,F,192,1919,0.017,482,4,2.018
Robert,F,184,1919,0.0163,496,5,1.9528
William,F,175,1919,0.0155,515,3,2.0919
Mary,M,154,1919,0.0157,482,1,3.1271
Mary,F,70983,1920,5.9237,1,1,3.1458
John,M,56913,1920,5.3472,1,2,2.5278
William,M,50146,1920,4.7114,2,3,2.2253
Robert,M,48679,1920,4.5736,3,4,2.1605
James,M,47908,1920,4.5011,4,5,2.1284
Dorothy,F,36643,1920,3.0579,2,6,1.6228
Helen,F,35097,1920,2.9289,3,7,1.5539
Charles,M,28309,1920,2.6597,5,8,1.2584
Margaret,F,27994,1920,2.3362,4,9,1.2394
Ruth,F,26102,1920,2.1783,5,11,1.156
John,F,281,1920,0.0235,395,2,2.5278
James,F,249,1920,0.0208,424,5,2.1284
Robert,F,205,1920,0.0171,476,4,2.1605
William,F,204,1920,0.017,480,3,2.2253
Mary,M,195,1920,0.0183,430,1,3.1458
Mary,F,73984,1921,6.0,1,1,3.1772
John,M,58215,1921,5.2853,1,2,2.5059
Robert,M,52779,1921,4.7918,2,3,2.2713
William,M,51862,1921,4.7085,3,4,2.2296
James,M,49750,1921,4.5168,4,5,2.141
Dorothy,F,39087,1921,3.1699,2,6,1.678
Helen,F,34822,1921,2.824,3,7,1.4944
Charles,M,29242,1921,2.6549,5,8,1.2601
Margaret,F,28468,1921,2.3087,4,9,1.2217
Ruth,F,25783,1921,2.091,5,12,1.1069
John,F,285,1921,0.0231,401,2,2.5059
Robert,F,244,1921,0.0198,439,3,2.2713
James,F,231,1921,0.0187,455,5,2.141
William,F,189,1921,0.0153,517,4,2.2296
Mary,M,187,1921,0.017,451,1,3.1772
Mary,F,72176,1922,6.0097,1,1,3.1611
John,M,57281,1922,5.264,1,2,2.5147
Robert,M,53796,1922,4.9438,2,3,2.3604
William,M,51112,1922,4.6971,3,4,2.2413
James,M,49803,1922,4.5768,4,5,2.186
Dorothy,F,37716,1922,3.1404,2,6,1.6505
Helen,F,32510,1922,2.7069,3,7,1.4231
Charles,M,28839,1922,2.6503,5,8,1.2685
Margaret,F,26862,1922,2.2366,4,10,1.1749
Ruth,F,23633,1922,1.9678,5,12,1.0356
John,F,285,1922,0.0237,385,2,2.5147
James,F,239,1922,0.0199,430,5,2.186
Robert,F,237,1922,0.0197,439,3,2.3604
William,F,194,1922,0.0162,500,4,2.2413
Mary,M,186,1922,0.0171,450,1,3.1611
Mary,F,71635,1923,5.9381,1,1,3.12
John,M,57467,1923,5.2428,1,2,2.5104
Robert,M,56113,1923,5.1193,2,3,2.4479
William,M,52136,1923,4.7565,3,4,2.2741
James,M,50463,1923,4.6038,4,5,2.2038
Dorothy,F,39043,1923,3.2364,2,6,1.6997
Helen,F,31486,1923,2.61,3,7,1.3702
Charles,M,28966,1923,2.6426,5,8,1.2649
Margaret,F,26135,1923,2.1664,4,10,1.1373
Betty,F,25990,1923,2.1544,5,11,1.1312
John,F,335,1923,0.0278,362,2,2.5104
James,F,280,1923,0.0232,401,5,2.2038
Robert,F,250,1923,0.0207,425,3,2.4479
William,F,225,1923,0.0187,460,4,2.2741
Mary,M,203,1923,0.0185,425,1,3.12
Mary,F,73534,1924,5.8881,1,1,3.097
Robert,M,60799,1924,5.3674,1,2,2.5654
John,M,59052,1924,5.2132,2,3,2.4955
William,M,53506,1924,4.7236,3,4,2.2569
James,M,52941,1924,4.6737,4,5,2.2344
Dorothy,F,39996,1924,3.2026,2,6,1.6836
Helen,F,31194,1924,2.4978,3,7,1.3131
Betty,F,30600,1924,2.4502,4,8,1.2877
Charles,M,30460,1924,2.689,5,9,1.2868
Margaret,F,26546,1924,2.1256,5,11,1.1183
John,F,382,1924,0.0306,347,3,2.4955
Robert,F,299,1924,0.0239,398,2,2.5654
James,F,274,1924,0.0219,425,5,2.2344
William,F,245,1924,0.0196,445,4,2.2569
Mary,M,224,1924,0.0198,412,1,3.097
Mary,F,70586,1925,5.7982,1,1,3.0363
Robert,M,60896,1925,5.457,1,2,2.6249
John,M,57195,1925,5.1254,2,3,2.467
William,M,53309,1925,4.7771,3,4,2.2971
James,M,52679,1925,4.7207,4,5,2.2733
Dorothy,F,38570,1925,3.1683,2,6,1.6573
Betty,F,32812,1925,2.6953,3,7,1.4098
Charles,M,29580,1925,2.6507,5,8,1.277
Helen,F,29173,1925,2.3964,4,9,1.2537
Margaret,F,24462,1925,2.0094,5,12,1.0518
John,F,367,1925,0.0301,355,3,2.467
James,F,365,1925,0.03,357,5,2.2733
Robert,F,350,1925,0.0288,364,2,2.6249
William,F,289,1925,0.0237,404,4,2.2971
Mary,M,260,1925,0.0233,368,1,3.0363
Mary,F,67833,1926,5.7224,1,1,2.9664
Robert,M,61130,1926,5.5047,1,2,2.6786
John,M,56108,1926,5.0525,2,3,2.4606
James,M,53197,1926,4.7903,3,4,2.3326
William,M,51922,1926,4.6755,4,5,2.2747
Dorothy,F,36618,1926,3.0891,2,6,1.6001
Betty,F,32964,1926,2.7808,3,7,1.4397
Charles,M,29521,1926,2.6583,5,8,1.2956
Helen,F,26885,1926,2.268,4,9,1.1742
Margaret,F,23073,1926,1.9464,5,13,1.0089
John,F,385,1926,0.0325,339,3,2.4606
Robert,F,369,1926,0.0311,349,2,2.6786
James,F,358,1926,0.0302,353,4,2.3326
William,F,303,1926,0.0256,395,5,2.2747
Mary,M,272,1926,0.0245,352,1,2.9664
Mary,F,70642,1927,5.9242,1,1,3.058
Robert,M,61674,1927,5.4728,1,2,2.6768
John,M,55949,1927,4.9647,2,3,2.4312
James,M,53675,1927,4.763,3,4,2.331
William,M,51476,1927,4.5678,4,5,2.2332
Dorothy,F,35993,1927,3.0185,2,6,1.5572
Betty,F,35423,1927,2.9706,3,7,1.5318
Charles,M,31941,1927,2.8344,5,8,1.3902
Helen,F,25317,1927,2.1231,4,11,1.0955
Margaret,F,21964,1927,1.8419,5,14,0.9507
John,F,440,1927,0.0369,318,3,2.4312
Robert,F,411,1927,0.0345,332,2,2.6768
James,F,390,1927,0.0327,338,4,2.331
William,F,321,1927,0.0269,382,5,2.2332
Mary,M,283,1927,0.0251,345,1,3.058
Mary,F,66872,1928,5.7982,1,1,2.9707
Robert,M,60701,1928,5.4803,1,2,2.704
John,M,53761,1928,4.8537,2,3,2.3966
James,M,52753,1928,4.7627,3,4,2.3521
William,M,49119,1928,4.4346,4,5,2.1879
Betty,F,36083,1928,3.1286,2,6,1.6012
Dorothy,F,33733,1928,2.9249,3,7,1.4974
Charles,M,31244,1928,2.8208,5,8,1.3939
Helen,F,22937,1928,1.9888,4,12,1.0184
Margaret,F,20295,1928,1.7597,5,14,0.9015
Robert,F,434,1928,0.0376,315,2,2.704
James,F,427,1928,0.037,319,4,2.3521
John,F,424,1928,0.0368,323,3,2.3966
William,F,348,1928,0.0302,369,5,2.1879
Mary,M,294,1928,0.0265,330,1,2.9707
Mary,F,63511,1929,5.6881,1,1,2.9121
Robert,M,59808,1929,5.5604,1,2,2.7484
James,M,52133,1929,4.8468,2,3,2.3963
John,M,52110,1929,4.8447,3,4,2.3959
William,M,47814,1929,4.4453,4,5,2.1965
Betty,F,36677,1929,3.2848,2,6,1.6792
Dorothy,F,31477,1929,2.8191,3,7,1.4413
Charles,M,29929,1929,2.7825,5,8,1.3772
Helen,F,20982,1929,1.8792,4,13,0.9607
Margaret,F,19211,1929,1.7206,5,14,0.8798
Robert,F,441,1929,0.0395,314,2,2.7484
John,F,411,1929,0.0368,321,4,2.3959
James,F,397,1929,0.0356,325,3,2.3963
William,F,337,1929,0.0302,362,5,2.1965
Mary,M,327,1929,0.0304,306,1,2.9121
Mary,F,64153,1930,5.6978,1,1,2.9008
Robert,M,62152,1930,5.6637,1,2,2.8147
James,M,53957,1930,4.917,2,3,2.4457
John,M,52447,1930,4.7793,3,4,2.3771
William,M,47271,1930,4.3077,4,5,2.1392
Betty,F,38238,1930,3.3962,2,6,1.7269
Richard,M,32186,1930,2.933,5,7,1.4551
Dorothy,F,30409,1930,2.7008,3,9,1.3746
Helen,F,19913,1930,1.7686,4,13,0.8994
Margaret,F,18351,1930,1.6299,5,14,0.8285
Robert,F,426,1930,0.0378,320,2,2.8147
James,F,419,1930,0.0372,323,3,2.4457
John,F,402,1930,0.0357,327,4,2.3771
Mary,M,340,1930,0.031,308,1,2.9008
William,F,289,1930,0.0257,399,5,2.1392
Robert,M,60520,1931,5.8211,1,1,2.8922
Mary,F,60299,1931,5.6634,1,2,2.8808
James,M,51213,1931,4.9259,2,3,2.45
John,M,48422,1931,4.6575,3,4,2.3164
William,M,43280,1931,4.1629,4,5,2.068
Betty,F,36105,1931,3.391,2,6,1.7229
Richard,M,31823,1931,3.0609,5,7,1.5194
Dorothy,F,26524,1931,2.4912,3,10,1.2671
Barbara,F,21803,1931,2.0478,4,11,1.0401
Joan,F,19119,1931,1.7957,5,14,0.9124
James,F,345,1931,0.0324,344,3,2.45
Robert,F,343,1931,0.0322,345,1,2.8922
John,F,325,1931,0.0305,356,4,2.3164
Mary,M,325,1931,0.0313,306,2,2.8808
William,F,238,1931,0.0224,419,5,2.068
Mary,F,59881,1932,5.6114,1,1,2.8519
Robert,M,59268,1932,5.6762,1,2,2.8226
James,M,51931,1932,4.9735,2,3,2.4748
John,M,48625,1932,4.6569,3,4,2.3172
William,M,42127,1932,4.0346,4,5,2.0065
Betty,F,34420,1932,3.2254,2,6,1.6383
Richard,M,31809,1932,3.0464,5,7,1.5132
Barbara,F,26318,1932,2.4662,3,10,1.2514
Dorothy,F,24977,1932,2.3406,4,11,1.1883
Joan,F,21044,1932,1.972,5,12,1.0009
Mary,M,330,1932,0.0316,305,1,2.8519
Robert,F,326,1932,0.0305,353,2,2.8226
James,F,320,1932,0.03,355,3,2.4748
John,F,298,1932,0.0279,374,4,2.3172
William,F,235,1932,0.022,429,5,2.0065
Mary,F,55517,1933,5.508,1,1,2.7925
Robert,M,54219,1933,5.4683,1,2,2.7254
James,M,51110,1933,5.1547,2,3,2.5712
John,M,46225,1933,4.6621,3,4,2.3232
William,M,39047,1933,3.9381,4,5,1.9626
Betty,F,31531,1933,3.1283,2,6,1.5848
Richard,M,31331,1933,3.1599,5,7,1.5733
Barbara,F,26949,1933,2.6737,3,10,1.3538
Dorothy,F,22052,1933,2.1878,4,11,1.1088
Joan,F,19294,1933,1.9142,5,12,0.9682
Mary,M,318,1933,0.0321,298,1,2.7925
James,F,299,1933,0.0297,368,3,2.5712
Robert,F,273,1933,0.0271,391,2,2.7254
John,F,226,1933,0.0224,430,4,2.3232
William,F,195,1933,0.0193,469,5,1.9626
Mary,F,56931,1934,5.452,1,1,2.7558
Robert,M,55843,1934,5.408,1,2,2.7017
James,M,54269,1934,5.2556,2,3,2.6257
John,M,46742,1934,4.5267,3,4,2.263
William,M,40176,1934,3.8908,4,5,1.9429
Richard,M,33167,1934,3.212,5,6,1.6032
Betty,F,31088,1934,2.9771,2,7,1.5051
Barbara,F,29239,1934,2.8001,3,10,1.4136
Shirley,F,22841,1934,2.1874,4,11,1.1137
Dorothy,F,21281,1934,2.038,5,12,1.0303
Mary,M,302,1934,0.0292,313,1,2.7558
Robert,F,266,1934,0.0255,398,2,2.7017
James,F,262,1934,0.0251,403,3,2.6257
John,F,257,1934,0.0246,408,4,2.263
William,F,175,1934,0.0168,487,5,1.9429
Robert,M,56525,1935,5.4282,1,1,2.7157
Mary,F,55074,1935,5.2523,1,2,2.6485
James,M,55002,1935,5.2819,2,3,2.6432
John,M,47510,1935,4.5625,3,4,2.2833
Shirley,F,42365,1935,4.0402,2,5,2.0479
William,M,40200,1935,3.8605,4,6,1.9313
Richard,M,33947,1935,3.26,5,7,1.6305
Barbara,F,30697,1935,2.9275,3,8,1.4748
Betty,F,28675,1935,2.7347,4,11,1.3793
Patricia,F,22879,1935,2.1819,5,12,1.0989
Shirley,M,435,1935,0.0418,259,5,2.0479
Mary,M,277,1935,0.0266,328,2,2.6485
James,F,238,1935,0.0227,422,3,2.6432
Robert,F,231,1935,0.022,426,1,2.7157
John,F,208,1935,0.0198,449,4,2.2833
Robert,M,58501,1936,5.6403,1,1,2.8265
James,M,54696,1936,5.2734,2,2,2.6437
Mary,F,54374,1936,5.2264,1,3,2.6312
John,M,47679,1936,4.5969,3,4,2.3047
William,M,39398,1936,3.7985,4,5,1.9038
Shirley,F,35162,1936,3.3797,2,6,1.7108
Richard,M,33492,1936,3.2291,5,7,1.6168
Barbara,F,31682,1936,3.0452,3,8,1.5302
Betty,F,25867,1936,2.4863,4,11,1.2506
Patricia,F,23916,1936,2.2988,5,12,1.156
Mary,M,292,1936,0.0282,313,3,2.6312
James,F,229,1936,0.022,428,2,2.6437
Robert,F,221,1936,0.0212,433,1,2.8265
John,F,203,1936,0.0195,446,4,2.3047
William,F,154,1936,0.0148,523,5,1.9038
Robert,M,61842,1937,5.7979,1,1,2.9129
James,M,56562,1937,5.3029,2,2,2.6664
Mary,F,55643,1937,5.2294,1,3,2.625
John,M,48753,1937,4.5707,3,4,2.2984
William,M,40724,1937,3.818,4,5,1.919
Barbara,F,34917,1937,3.2816,2,6,1.6455
Richard,M,32975,1937,3.0915,5,7,1.5532
Patricia,F,26838,1937,2.5223,3,11,1.2642
Shirley,F,26823,1937,2.5209,4,10,1.2747
Betty,F,25337,1937,2.3812,5,12,1.1949
Mary,M,288,1937,0.027,321,3,2.625
James,F,251,1937,0.0236,408,2,2.6664
Robert,F,223,1937,0.021,441,1,2.9129
John,F,218,1937,0.0205,445,4,2.2984
William,F,164,1937,0.0154,514,5,1.919
Robert,M,62270,1938,5.6142,1,1,2.8243
James,M,59102,1938,5.3286,2,2,2.6836
Mary,F,56225,1938,5.0955,1,3,2.554
John,M,50518,1938,4.5547,3,4,2.293
William,M,42432,1938,3.8257,4,5,1.924
Barbara,F,39277,1938,3.5595,2,6,1.7825
Richard,M,34386,1938,3.1002,5,7,1.5596
Patricia,F,27558,1938,2.4975,3,9,1.2504
Betty,F,25505,1938,2.3114,4,11,1.1577
Shirley,F,23766,1938,2.1538,5,12,1.0861
Mary,M,284,1938,0.0256,331,3,2.554
James,F,275,1938,0.0249,402,2,2.6836
Robert,F,219,1938,0.0198,455,1,2.8243
John,F,216,1938,0.0196,457,4,2.293
William,F,138,1938,0.0125,590,5,1.924
Robert,M,59659,1939,5.3901,1,2,2.717
James,M,59636,1939,5.388,2,1,2.7187
Mary,F,54900,1939,5.0063,1,3,2.5039
John,M,51025,1939,4.61,3,4,2.326
William,M,42073,1939,3.8012,4,5,1.9163
Barbara,F,37257,1939,3.3975,2,6,1.6977
Richard,M,35385,1939,3.197,5,7,1.6108
Patricia,F,29701,1939,2.7084,3,9,1.3529
Betty,F,23642,1939,2.1559,4,12,1.0789
Shirley,F,20445,1939,1.8644,5,14,0.9387
Mary,M,272,1939,0.0246,341,3,2.5039
James,F,268,1939,0.0244,411,1,2.7187
John,F,228,1939,0.0208,445,4,2.326
Robert,F,208,1939,0.019,465,2,2.717
William,F,152,1939,0.0139,540,5,1.9163
James,M,62481,1940,5.3902,1,1,2.7246
Robert,M,61194,1940,5.2791,2,2,2.6665
Mary,F,56214,1940,4.9159,1,3,2.4544
John,M,54784,1940,4.7261,3,4,2.3882
William,M,44781,1940,3.8632,4,5,1.9513
Richard,M,37425,1940,3.2286,5,6,1.63
Barbara,F,36735,1940,3.2125,2,7,1.6014
Patricia,F,32667,1940,2.8567,3,8,1.4247
Judith,F,22385,1940,1.9576,4,13,0.9757
Betty,F,22077,1940,1.9306,5,14,0.9637
Mary,M,303,1940,0.0261,328,3,2.4544
James,F,259,1940,0.0226,424,1,2.7246
John,F,208,1940,0.0182,463,4,2.3882
Robert,F,206,1940,0.018,467,2,2.6665
William,F,152,1940,0.0133,564,5,1.9513
James,M,66752,1941,5.4345,1,1,2.7503
Robert,M,64247,1941,5.2306,2,2,2.645
Mary,F,58049,1941,4.8049,1,3,2.3955
John,M,57519,1941,4.6828,3,4,2.3699
William,M,47797,1941,3.8913,4,5,1.9675
Barbara,F,39543,1941,3.2731,2,6,1.6294
Richard,M,39111,1941,3.1842,5,7,1.6102
Patricia,F,36904,1941,3.0547,3,8,1.521
Carol,F,24187,1941,2.002,4,13,1.0027
Linda,F,23721,1941,1.9635,5,14,0.9769
Mary,M,315,1941,0.0256,329,3,2.3955
James,F,256,1941,0.0212,428,1,2.7503
John,F,221,1941,0.0183,472,4,2.3699
Robert,F,196,1941,0.0162,498,2,2.645
William,F,140,1941,0.0116,597,5,1.9675
James,M,77180,1942,5.5882,1,1,2.8355
Robert,M,71841,1942,5.2016,2,2,2.6374
John,M,66041,1942,4.7817,3,3,2.4263
Mary,F,63255,1942,4.6832,1,4,2.3257
William,M,54891,1942,3.9744,4,5,2.0155
Barbara,F,44739,1942,3.3123,2,6,1.6437
Richard,M,43592,1942,3.1563,5,7,1.6004
Patricia,F,39464,1942,2.9218,3,8,1.4504
Linda,F,31614,1942,2.3406,4,11,1.1617
Carol,F,30271,1942,2.2411,5,13,1.1179
James,F,280,1942,0.0207,433,1,2.8355
Mary,M,278,1942,0.0201,363,4,2.3257
John,F,241,1942,0.0178,475,3,2.4263
Robert,F,208,1942,0.0154,515,2,2.6374
William,F,170,1942,0.0126,567,5,2.0155
James,M,80275,1943,5.6244,1,1,2.8537
Robert,M,74890,1943,5.2471,2,2,2.6621
John,M,68928,1943,4.8294,3,3,2.4502
Mary,F,66176,1943,4.7428,1,4,2.3535
William,M,55904,1943,3.9169,4,5,1.9866
Richard,M,46338,1943,3.2466,5,6,1.6459
Barbara,F,43432,1943,3.1128,2,7,1.5441
Patricia,F,39621,1943,2.8396,3,8,1.4089
Linda,F,38439,1943,2.7549,4,9,1.3667
Carol,F,31685,1943,2.2709,5,13,1.1307
James,F,272,1943,0.0195,453,1,2.8537
Mary,M,254,1943,0.0178,384,4,2.3535
Robert,F,250,1943,0.0179,469,2,2.6621
John,F,229,1943,0.0164,490,3,2.4502
William,F,168,1943,0.012,583,5,1.9866
James,M,76951,1944,5.6463,1,1,2.8694
Robert,M,70855,1944,5.199,2,2,2.6411
John,M,66611,1944,4.8876,3,3,2.4829
Mary,F,62472,1944,4.707,1,4,2.3317
William,M,52373,1944,3.8429,4,5,1.952
Richard,M,45643,1944,3.3491,5,6,1.7003
Barbara,F,39196,1944,2.9533,2,7,1.4616
Linda,F,38415,1944,2.8944,3,8,1.4323
Patricia,F,36872,1944,2.7781,4,10,1.3749
Carol,F,30456,1944,2.2947,5,13,1.1387
Mary,M,253,1944,0.0186,377,4,2.3317
James,F,237,1944,0.0179,468,1,2.8694
Robert,F,194,1944,0.0146,519,2,2.6411
John,F,180,1944,0.0136,540,3,2.4829
William,F,136,1944,0.0102,629,5,1.952
James,M,74466,1945,5.5331,1,1,2.8163
Robert,M,69945,1945,5.1972,2,2,2.644
John,M,66118,1945,4.9129,3,3,2.4997
Mary,F,59281,1945,4.5353,1,4,2.242
William,M,50218,1945,3.7314,4,5,1.8983
Richard,M,46045,1945,3.4213,5,6,1.7396
Linda,F,41465,1945,3.1723,2,7,1.5672
Barbara,F,38274,1945,2.9282,3,8,1.446
Patricia,F,35843,1945,2.7422,4,10,1.3548
Carol,F,30388,1945,2.3249,5,13,1.1527
James,F,247,1945,0.0189,454,1,2.8163
Robert,F,198,1945,0.0151,518,2,2.644
Mary,M,198,1945,0.0147,426,4,2.242
John,F,197,1945,0.0151,520,3,2.4997
William,F,142,1945,0.0109,609,5,1.8983
James,M,87436,1946,5.384,1,1,2.7442
Robert,M,84138,1946,5.1809,2,2,2.6399
John,M,79266,1946,4.8809,3,3,2.4872
Mary,F,67467,1946,4.2937,1,4,2.1173
William,M,60030,1946,3.6964,4,5,1.8836
Richard,M,58871,1946,3.625,5,6,1.8462
Linda,F,52710,1946,3.3546,2,7,1.6532
Patricia,F,46298,1946,2.9465,3,9,1.4524
Barbara,F,45125,1946,2.8718,4,10,1.4156
Carol,F,34283,1946,2.1818,5,14,1.0784
James,F,250,1946,0.0159,493,1,2.7442
Robert,F,214,1946,0.0136,542,2,2.6399
John,F,208,1946,0.0132,548,3,2.4872
Mary,M,186,1946,0.0115,470,4,2.1173
William,F,157,1946,0.01,630,5,1.8836
Linda,F,99693,1947,5.6236,1,1,2.7735
James,M,94763,1947,5.1795,1,2,2.6377
Robert,M,91654,1947,5.0096,2,3,2.5509
John,M,88321,1947,4.8274,3,4,2.4574
Mary,F,71689,1947,4.0439,2,5,1.9952
William,M,67001,1947,3.6621,4,6,1.8642
Richard,M,58531,1947,3.1992,5,7,1.6288
Patricia,F,51278,1947,2.8926,3,9,1.4268
Barbara,F,48800,1947,2.7528,4,11,1.3572
Sandra,F,34779,1947,1.9619,5,16,0.9675
James,F,257,1947,0.0145,516,2,2.6377
Robert,F,237,1947,0.0134,551,3,2.5509
Linda,M,216,1947,0.0118,458,1,2.7735
John,F,203,1947,0.0115,600,4,2.4574
Mary,M,184,1947,0.0101,497,5,1.9952
Linda,F,96216,1948,5.6668,1,1,2.7928
James,M,88604,1948,5.0498,1,2,2.5736
Robert,M,85475,1948,4.8714,2,3,2.4818
John,M,82832,1948,4.7208,3,4,2.4047
Mary,F,68598,1948,4.0402,2,5,1.9916
William,M,61970,1948,3.5318,4,6,1.7995
David,M,56624,1948,3.2271,5,7,1.6436
Barbara,F,46824,1948,2.7578,3,10,1.3584
Patricia,F,46140,1948,2.7175,4,11,1.3392
Susan,F,35988,1948,2.1196,5,14,1.044
James,F,251,1948,0.0148,522,2,2.5736
Robert,F,209,1948,0.0123,581,3,2.4818
Linda,M,207,1948,0.0118,463,1,2.7928
John,F,192,1948,0.0113,605,4,2.4047
Mary,M,164,1948,0.0093,514,5,1.9916
Linda,F,91016,1949,5.3199,1,1,2.6167
James,M,86859,1949,4.8965,1,2,2.4999
Robert,M,83876,1949,4.7283,2,3,2.4127
John,M,81180,1949,4.5763,3,4,2.3353
Mary,F,66869,1949,3.9085,2,5,1.9237
William,M,61504,1949,3.4672,4,6,1.7687
Michael,M,60046,1949,3.385,5,7,1.7285
Patricia,F,46325,1949,2.7077,3,10,1.3323
Barbara,F,42599,1949,2.4899,4,12,1.2244
Susan,F,37709,1949,2.2041,5,14,1.0836
James,F,257,1949,0.015,506,2,2.4999
Robert,F,202,1949,0.0118,584,3,2.4127
John,F,199,1949,0.0116,588,4,2.3353
Linda,M,169,1949,0.0095,512,1,2.6167
Mary,M,169,1949,0.0095,513,5,1.9237
James,M,86223,1950,4.8161,1,1,2.4683
Robert,M,83551,1950,4.6669,2,2,2.3907
Linda,F,80431,1950,4.6952,1,3,2.2995
John,M,79412,1950,4.4357,3,4,2.2719
Mary,F,65482,1950,3.8225,2,5,1.8725
Michael,M,65138,1950,3.6384,4,6,1.8644
David,M,60729,1950,3.3921,5,7,1.7373
Patricia,F,47944,1950,2.7987,3,10,1.3709
Barbara,F,41555,1950,2.4258,4,12,1.1881
Susan,F,38017,1950,2.2193,5,14,1.0868
James,F,252,1950,0.0147,515,1,2.4683
Robert,F,203,1950,0.0119,594,2,2.3907
John,F,180,1950,0.0105,638,4,2.2719
Linda,M,130,1950,0.0073,601,3,2.2995
Mary,M,119,1950,0.0066,634,5,1.8725
James,M,87257,1951,4.6343,1,1,2.3757
Robert,M,86355,1951,4.5864,2,2,2.3499
John,M,81570,1951,4.3322,3,3,2.2198
Linda,F,73982,1951,4.1081,1,4,2.0117
Michael,M,72805,1951,3.8667,4,5,1.9811
Mary,F,65722,1951,3.6494,2,6,1.7885
David,M,64789,1951,3.441,5,7,1.7616
Patricia,F,56446,1951,3.1344,3,9,1.5358
Deborah,F,42053,1951,2.3351,4,12,1.1433
Barbara,F,40619,1951,2.2555,5,13,1.1046
James,F,256,1951,0.0142,517,1,2.3757
Robert,F,210,1951,0.0117,595,2,2.3499
John,F,202,1951,0.0112,604,3,2.2198
Michael,F,172,1951,0.0096,669,5,1.9811
Linda,M,125,1951,0.0066,632,4,2.0117
James,M,87066,1952,4.4795,1,1,2.2992
Robert,M,86588,1952,4.4549,2,2,2.2849
John,M,83138,1952,4.2774,3,3,2.1942
Michael,M,79039,1952,4.0665,4,4,2.0861
David,M,71753,1952,3.6916,5,5,1.8927
Linda,F,67081,1952,3.6175,1,6,1.7698
Mary,F,65627,1952,3.5391,2,7,1.7321
Patricia,F,53098,1952,2.8634,3,10,1.4008
Deborah,F,49812,1952,2.6862,4,11,1.314
Susan,F,41348,1952,2.2298,5,13,1.0901
James,F,258,1952,0.0139,529,1,2.2992
John,F,197,1952,0.0106,630,3,2.1942
Robert,F,193,1952,0.0104,641,2,2.2849
Michael,F,190,1952,0.0102,647,4,2.0861
David,F,133,1952,0.0072,776,5,1.8927
Robert,M,86245,1953,4.3728,1,1,2.2439
James,M,86071,1953,4.3639,2,2,2.2396
Michael,M,84202,1953,4.2692,3,3,2.191
John,M,80167,1953,4.0646,4,4,2.0845
David,M,76119,1953,3.8594,5,5,1.9791
Mary,F,64390,1953,3.4226,1,6,1.6747
Linda,F,61281,1953,3.2573,2,8,1.5932
Deborah,F,52199,1953,2.7746,3,10,1.3567
Patricia,F,51021,1953,2.712,4,11,1.3273
Susan,F,44297,1953,2.3546,5,13,1.1513
James,F,236,1953,0.0125,574,2,2.2396
Michael,F,232,1953,0.0123,581,3,2.191
Robert,F,228,1953,0.0121,589,1,2.2439
John,F,164,1953,0.0087,713,4,2.0845
David,F,149,1953,0.0079,748,5,1.9791
Michael,M,88564,1954,4.3439,1,1,2.2303
Robert,M,86333,1954,4.2345,2,3,2.1736
James,M,86312,1954,4.2335,3,2,2.1739
John,M,81176,1954,3.9816,4,4,2.0439
David,M,79560,1954,3.9023,5,5,2.0025
Mary,F,68019,1954,3.5027,1,6,1.7129
Linda,F,55371,1954,2.8514,2,9,1.3939
Deborah,F,54675,1954,2.8155,3,10,1.3755
Patricia,F,49149,1954,2.531,4,11,1.2372
Susan,F,47162,1954,2.4286,5,13,1.1864
James,F,225,1954,0.0116,605,2,2.1739
Michael,F,217,1954,0.0112,618,1,2.2303
Robert,F,192,1954,0.0099,672,3,2.1736
John,F,185,1954,0.0095,690,4,2.0439
